date,week,sunrise_hour,sunrise_min,sunrise_sec,sunset_hour,sunset_min,sunset_sec,season,is_holiday,is_weekend,snow,snowdepth,temp,precip,precipprob,preciptype,windgust,winddir,solarradiation,moonphase,conditions,Offense Count
2018-04-19,Thursday,6,50,28,19,51,4,Spring,0,0,0.0,0.0,71.1,0.0,0,none,29.9,12.9,107.0,0.13,cloudy,331
2013-04-20,Saturday,6,49,12,19,51,49,Spring,0,1,0.0,0.0,58.3,0.0,0,none,23.3,110.9,337.3,0.33,clear,352
2016-10-03,Monday,7,16,10,19,3,59,Autumn,0,0,0.0,0.0,77.3,0.0,0,none,17.2,55.8,250.8,0.09,clear,331
2014-07-04,Friday,6,25,51,20,25,52,Summer,1,0,0.0,0.0,80.0,0.434,100,rain,32.2,51.8,,0.24,rain,3
2019-05-11,Saturday,6,31,15,20,4,51,Spring,0,1,0.0,0.0,70.7,0.351,100,rain,11.4,357.0,42.1,0.25,rain,602
2019-07-09,Tuesday,6,28,3,20,25,13,Summer,0,0,0.0,0.0,87.7,0.0,0,none,15.0,198.8,260.5,0.25,clear,674
2023-02-25,Saturday,6,51,36,18,17,55,Winter,0,1,0.0,0.0,72.4,0.001,100,rain,23.0,153.4,101.1,0.18,rain,698
2017-11-01,Wednesday,7,35,13,18,34,26,Autumn,0,0,0.0,0.0,74.4,0.324,100,rain,17.5,201.2,135.1,0.42,rain,352
2014-11-28,Friday,6,56,55,17,21,53,Autumn,1,0,0.0,0.0,59.3,0.0,0,none,19.5,133.2,,0.22,clear,326
2013-12-01,Sunday,6,59,31,17,21,40,Winter,0,1,0.0,0.0,61.8,0.0,0,none,17.2,141.4,91.9,0.96,cloudy,365
2017-09-27,Wednesday,7,12,38,19,11,33,Autumn,0,0,0.0,0.0,83.0,0.019,100,rain,11.4,21.5,242.2,0.25,rain,296
2020-05-25,Monday,6,23,22,20,13,56,Spring,1,0,0.0,0.0,75.9,0.117,100,rain,18.3,238.4,164.0,0.11,rain,695
2019-03-23,Saturday,7,21,51,19,34,41,Spring,0,1,0.0,0.0,66.9,0.0,0,none,24.2,144.7,121.2,0.59,cloudy,608
2019-03-22,Friday,7,23,3,19,34,4,Spring,0,0,0.0,0.0,67.7,0.0,0,none,17.2,213.5,231.3,0.55,clear,675
2019-09-04,Wednesday,7,0,7,19,40,29,Autumn,0,0,0.0,0.0,87.4,0.0,0,none,23.0,50.6,246.1,0.18,clear,632
2018-06-28,Thursday,6,23,33,20,25,58,Summer,0,0,0.0,0.0,84.8,0.131,100,rain,18.3,175.1,224.1,0.52,rain,745
2010-02-20,Saturday,6,56,24,18,14,23,Winter,0,1,0.0,0.0,56.7,0.0,0,none,24.9,96.0,180.9,0.23,cloudy,403
2012-10-10,Wednesday,7,20,18,18,55,51,Autumn,0,0,0.0,0.0,78.1,0.0,0,none,24.2,137.5,216.0,0.84,cloudy,362
2015-04-13,Monday,6,57,15,19,47,14,Spring,0,0,0.0,0.0,77.6,0.089,100,rain,20.8,210.2,178.3,0.82,rain,359
2019-06-12,Wednesday,6,20,26,20,22,21,Summer,0,0,0.0,0.0,82.7,0.001,100,rain,0.0,13.1,304.3,0.33,rain,644
2020-08-06,Thursday,6,44,16,20,9,57,Summer,0,0,0.0,0.0,85.1,0.0,0,none,18.1,164.5,215.8,0.6,cloudy,744
2011-08-27,Saturday,6,55,45,19,49,50,Summer,0,1,0.0,0.0,91.9,0.0,0,none,19.5,245.1,293.4,0.95,clear,341
2018-05-15,Tuesday,6,28,29,20,7,32,Spring,0,0,0.0,0.0,81.3,0.0,0,none,16.1,188.8,166.7,0.0,cloudy,360
2021-11-07,Sunday,6,39,56,17,30,4,Autumn,0,1,0.0,0.0,60.1,0.0,0,none,17.2,121.2,139.3,0.1,clear,747
2010-05-07,Friday,6,34,1,20,2,24,Spring,0,0,0.0,0.0,79.1,0.0,0,none,21.4,180.2,292.7,0.8,cloudy,473
2021-05-18,Tuesday,6,26,39,20,9,36,Spring,0,0,0.0,0.0,73.3,1.131,100,rain,33.6,115.5,76.1,0.24,rain,765
2020-08-12,Wednesday,6,47,47,20,4,37,Summer,0,0,0.0,0.0,86.7,0.0,0,none,25.3,189.9,197.1,0.79,cloudy,709
2018-01-14,Sunday,7,17,47,17,43,39,Winter,0,1,0.0,0.0,43.5,0.0,0,none,11.4,93.6,98.1,0.92,clear,280
2018-10-10,Wednesday,7,20,1,18,56,23,Autumn,0,0,0.0,0.0,77.5,0.0,0,none,23.0,0.4,155.5,0.05,clear,676
2013-09-09,Monday,7,3,0,19,33,52,Autumn,0,0,0.0,0.0,82.2,0.0,0,none,25.3,117.3,130.3,0.15,cloudy,361
2018-05-14,Monday,6,29,6,20,6,54,Spring,0,0,0.0,0.0,80.7,0.0,0,none,15.0,156.9,82.8,0.97,cloudy,407
2010-12-22,Wednesday,7,13,15,17,27,4,Winter,0,0,0.0,0.0,67.9,0.0,0,none,19.5,300.2,147.8,0.55,cloudy,384
2022-08-27,Saturday,6,55,59,19,49,31,Summer,0,1,0.0,0.0,82.1,0.003,100,rain,21.9,164.1,111.2,0.0,rain,759
2019-09-02,Monday,6,59,3,19,42,52,Autumn,1,0,0.0,0.0,86.9,0.0,0,none,27.7,30.7,262.0,0.11,clear,625
2017-06-23,Friday,6,22,7,20,25,27,Summer,0,0,0.0,0.0,85.3,0.0,0,none,21.9,163.9,311.0,0.0,cloudy,375
2012-04-07,Saturday,7,3,13,19,44,4,Spring,0,1,0.0,0.0,73.8,0.0,0,none,20.2,132.5,298.8,0.53,clear,372
2014-06-28,Saturday,6,23,32,20,25,57,Summer,0,1,0.0,0.0,82.3,0.075,100,rain,28.1,142.8,,0.05,rain,327
2020-02-12,Wednesday,7,3,56,18,7,53,Winter,0,0,0.0,0.0,54.8,0.005,100,rain,21.4,337.3,24.7,0.62,rain,740
2018-04-29,Sunday,6,40,41,19,57,20,Spring,0,1,0.0,0.0,72.4,0.0,0,none,16.1,144.9,75.9,0.5,cloudy,294
2012-09-11,Tuesday,7,4,11,19,31,6,Autumn,0,0,0.0,0.0,79.1,0.0,0,none,24.1,115.3,277.5,0.86,cloudy,340
2018-12-26,Wednesday,7,15,1,17,29,20,Winter,0,0,0.0,0.0,65.6,0.204,100,rain,30.1,129.1,18.8,0.64,rain,635
2023-07-03,Monday,6,25,25,20,26,2,Summer,0,0,0.0,0.0,86.2,0.0,0,none,24.2,157.8,155.0,0.5,cloudy,706
2022-12-19,Monday,7,11,46,17,25,40,Winter,0,0,0.0,0.0,47.8,0.176,100,rain,32.8,72.0,15.4,0.88,rain,557
2015-12-29,Tuesday,7,15,59,17,31,2,Winter,0,0,0.0,0.0,47.3,0.0,0,none,0.0,40.3,108.0,0.64,cloudy,375
2022-07-13,Wednesday,6,30,13,20,24,12,Summer,0,0,0.0,0.0,86.9,0.0,0,none,28.4,178.7,203.4,0.5,cloudy,747
2016-09-09,Friday,7,3,9,19,33,32,Autumn,0,0,0.0,0.0,82.7,0.157,100,rain,31.1,129.7,168.0,0.25,rain,358
2010-12-29,Wednesday,7,16,5,17,31,11,Winter,0,0,0.0,0.0,59.6,1.855,100,rain,25.3,138.8,56.0,0.8,rain,295
2016-06-07,Tuesday,6,20,31,20,20,36,Summer,0,0,0.0,0.0,82.1,0.0,0,none,0.0,32.2,305.2,0.08,cloudy,360
2010-12-12,Sunday,7,7,26,17,23,3,Winter,0,1,0.0,0.0,48.6,0.0,0,none,32.9,325.8,174.5,0.22,clear,313
2012-03-25,Sunday,7,18,36,19,36,18,Spring,0,1,0.0,0.0,75.3,0.0,0,none,16.1,245.4,288.0,0.1,clear,320
2018-10-11,Thursday,7,20,38,18,55,15,Autumn,0,0,0.0,0.0,73.3,0.0,0,none,21.9,23.6,179.9,0.08,clear,652
2021-04-22,Thursday,6,47,9,19,53,7,Spring,0,0,0.0,0.0,61.5,0.001,100,rain,30.2,103.9,67.8,0.35,rain,663
2023-01-11,Wednesday,7,18,3,17,41,0,Winter,0,0,0.0,0.0,71.5,0.0,0,none,31.4,219.5,111.8,0.66,cloudy,688
2019-02-08,Friday,7,6,51,18,4,50,Winter,0,0,0.0,0.0,40.4,0.0,0,none,33.3,3.2,34.2,0.13,cloudy,587
2021-03-30,Tuesday,7,12,51,19,39,11,Spring,0,0,0.0,0.0,71.4,0.001,100,rain,30.4,168.5,84.6,0.57,rain,692
2015-10-18,Sunday,7,24,55,18,47,54,Autumn,0,1,0.0,0.0,68.0,0.0,0,none,19.7,74.8,220.5,0.2,cloudy,343
2015-01-09,Friday,7,18,2,17,39,19,Winter,0,0,0.0,0.0,38.4,0.009,100,rain,24.2,6.3,51.8,0.65,rain,327
2012-03-04,Sunday,6,43,19,18,23,11,Spring,0,1,0.0,0.0,61.1,0.0,0,none,23.0,261.1,265.4,0.38,clear,258
2023-06-08,Thursday,6,20,32,20,20,48,Summer,0,0,0.0,0.0,78.5,0.277,100,rain,47.2,267.8,168.1,0.66,rain,703
2017-04-28,Friday,6,41,22,19,56,50,Spring,0,0,0.0,0.0,79.6,0.0,0,none,31.6,150.2,264.3,0.08,cloudy,332
2010-04-05,Monday,7,6,7,19,42,33,Spring,0,0,0.0,0.0,70.9,0.0,0,none,25.8,149.0,300.0,0.71,cloudy,411
2020-04-14,Tuesday,6,55,17,19,48,20,Spring,0,0,0.0,0.0,59.3,0.0,0,none,23.1,18.0,233.9,0.75,cloudy,678
2017-12-01,Friday,6,59,32,17,21,40,Winter,0,0,0.0,0.0,63.7,0.0,0,none,0.0,47.4,172.4,0.44,clear,337
2016-06-29,Wednesday,6,24,5,20,26,1,Summer,0,0,0.0,0.0,82.8,0.004,100,rain,0.0,318.7,193.1,0.83,rain,305
2021-04-11,Sunday,6,58,53,19,46,22,Spring,0,1,0.0,0.0,70.6,0.0,0,none,20.8,97.6,171.8,0.0,cloudy,723
2022-01-16,Sunday,7,17,31,17,45,24,Winter,0,1,0.0,0.0,44.2,0.0,0,none,37.2,311.5,115.5,0.46,clear,622
2018-11-03,Saturday,7,36,34,18,33,4,Autumn,0,1,0.0,0.0,68.5,0.0,0,none,25.9,180.6,135.5,0.86,cloudy,773
2017-10-24,Tuesday,7,29,21,18,41,24,Autumn,0,0,0.0,0.0,68.2,0.0,0,none,27.8,332.3,229.9,0.16,clear,316
2017-12-22,Friday,7,13,22,17,27,13,Winter,0,0,0.0,0.0,71.0,0.075,100,rain,30.8,179.9,107.8,0.15,rain,366
2015-02-09,Monday,7,6,7,18,5,38,Winter,0,0,0.0,0.0,69.6,0.0,0,none,26.2,329.1,214.9,0.69,cloudy,305
2015-02-01,Sunday,7,11,30,17,58,58,Winter,0,1,0.0,0.0,66.3,0.001,100,rain,36.6,277.0,155.7,0.42,rain,295
2017-03-30,Thursday,7,12,51,19,39,8,Spring,0,0,0.0,0.0,69.0,0.0,0,none,25.8,315.6,287.9,0.09,clear,359
2016-02-22,Monday,6,54,53,18,15,30,Winter,0,0,0.0,0.0,66.0,0.438,100,rain,43.8,353.7,102.3,0.5,rain,354
2016-05-25,Wednesday,6,23,22,20,13,54,Spring,0,0,0.0,0.0,82.5,0.0,0,none,27.7,98.6,255.8,0.63,cloudy,371
2012-08-08,Wednesday,6,45,22,20,8,15,Summer,0,0,0.0,0.0,86.5,0.015,100,rain,21.9,173.2,286.7,0.71,rain,385
2018-05-27,Sunday,6,22,50,20,14,46,Spring,0,1,0.0,0.0,79.2,0.0,0,none,35.6,135.3,92.1,0.43,cloudy,290
2013-01-25,Friday,7,14,46,17,53,20,Winter,0,0,0.0,0.0,68.2,0.001,100,rain,23.0,229.3,179.8,0.45,rain,395
2017-02-10,Friday,7,4,55,18,6,51,Winter,0,0,0.0,0.0,65.7,0.0,0,none,22.0,140.1,148.3,0.5,cloudy,386
2016-01-14,Thursday,7,17,50,17,43,13,Winter,0,0,0.0,0.0,57.8,0.0,0,none,0.0,77.0,72.8,0.17,cloudy,356
2011-02-24,Thursday,6,52,41,18,17,7,Winter,0,0,0.0,0.0,71.3,0.001,100,rain,24.7,186.0,210.2,0.75,rain,307
2012-07-11,Wednesday,6,29,21,20,24,34,Summer,0,0,0.0,0.0,76.4,0.03,100,rain,26.4,215.5,121.3,0.76,rain,370
2013-06-08,Saturday,6,20,27,20,20,55,Summer,0,1,0.0,0.0,80.0,0.002,100,rain,34.3,142.2,212.0,0.0,rain,384
2011-04-23,Saturday,6,46,41,19,53,22,Spring,0,1,0.0,0.0,77.9,0.0,0,none,34.1,162.1,296.3,0.68,cloudy,409
2015-07-29,Wednesday,6,39,2,20,16,31,Summer,0,0,0.0,0.0,88.3,0.0,0,none,17.2,180.5,313.9,0.44,clear,376
2013-04-17,Wednesday,6,52,21,19,49,58,Spring,0,0,0.0,0.0,73.7,0.0,0,none,30.0,153.9,276.2,0.24,cloudy,358
2017-03-11,Saturday,6,35,32,18,27,34,Spring,0,1,0.0,0.0,67.7,0.408,100,rain,20.8,89.1,89.0,0.47,rain,320
2023-02-03,Friday,7,10,17,18,0,43,Winter,0,0,0.0,0.0,47.3,0.0,0,none,23.0,350.2,144.7,0.43,cloudy,673
2015-05-25,Monday,6,23,39,20,13,28,Spring,1,0,0.0,0.0,78.3,1.586,100,rain,36.7,150.4,197.8,0.25,rain,298
2018-07-08,Sunday,6,27,40,20,25,21,Summer,0,1,0.0,0.0,78.7,0.375,100,rain,0.0,115.2,77.1,0.85,rain,708
2021-01-01,Friday,7,17,4,17,33,38,Winter,1,0,0.0,0.0,44.5,0.01,100,rain,26.4,292.8,32.6,0.59,rain,884
2015-11-22,Sunday,6,51,46,17,23,7,Autumn,0,1,0.0,0.0,47.0,0.0,0,none,25.3,344.9,194.3,0.39,clear,296
2020-02-05,Wednesday,7,9,8,18,2,9,Winter,0,0,0.0,0.0,49.8,0.0,0,none,25.3,332.5,21.3,0.38,cloudy,779
2015-06-21,Sunday,6,21,32,20,25,0,Summer,0,1,0.0,0.0,84.1,0.0,0,none,21.6,136.3,104.2,0.17,cloudy,308
2021-01-16,Saturday,7,17,28,17,45,36,Winter,0,1,0.0,0.0,50.9,0.0,0,none,23.0,296.9,33.1,0.11,cloudy,685
2018-05-13,Sunday,6,29,44,20,6,16,Spring,0,1,0.0,0.0,81.2,0.0,0,none,21.9,133.1,87.7,0.94,cloudy,270
2013-06-02,Sunday,6,21,11,20,18,6,Summer,0,1,0.0,0.0,77.1,0.117,100,rain,38.0,359.1,235.3,0.79,rain,298
2016-01-02,Saturday,7,17,5,17,33,47,Winter,0,1,0.0,0.0,47.2,0.001,100,rain,16.1,345.0,44.5,0.77,rain,330
2017-06-05,Monday,6,20,43,20,19,34,Summer,0,0,0.0,0.0,75.6,0.29,100,rain,29.8,62.8,168.8,0.37,rain,404
2012-09-19,Wednesday,7,8,25,19,21,11,Autumn,0,0,0.0,0.0,76.8,0.0,0,none,16.1,61.4,275.3,0.13,cloudy,321
2015-12-31,Thursday,7,16,35,17,32,23,Winter,0,0,0.0,0.0,51.8,0.0,0,none,23.0,351.1,78.5,0.7,cloudy,296
2020-04-20,Monday,6,48,55,19,52,1,Spring,0,0,0.0,0.0,72.0,0.0,0,none,0.0,88.3,119.7,0.92,cloudy,654
2019-11-07,Thursday,6,39,31,17,30,24,Autumn,0,0,0.0,0.0,64.6,0.203,100,rain,25.3,354.6,25.7,0.34,rain,593
2013-08-11,Sunday,6,46,59,20,5,48,Summer,0,1,0.0,0.0,84.3,0.0,0,none,17.2,134.7,205.9,0.17,cloudy,336
2015-02-07,Saturday,7,7,36,18,4,0,Winter,0,1,0.0,0.0,57.4,0.0,0,none,19.7,161.2,206.4,0.63,clear,309
2016-06-01,Wednesday,6,21,20,20,17,44,Summer,0,0,0.0,0.0,78.0,0.371,100,rain,20.8,60.6,161.2,0.88,rain,383
2016-09-15,Thursday,7,6,19,19,26,8,Autumn,0,0,0.0,0.0,83.6,0.0,0,none,23.0,75.7,258.1,0.46,cloudy,416
2015-11-07,Saturday,6,39,29,17,30,24,Autumn,0,1,0.0,0.0,66.6,0.408,100,rain,31.1,343.6,128.9,0.87,rain,309
2012-12-01,Saturday,6,59,42,17,21,39,Winter,0,1,0.0,0.0,71.7,0.0,0,none,25.2,174.3,161.2,0.61,cloudy,437
2023-06-22,Thursday,6,21,49,20,25,16,Summer,0,0,0.0,0.0,85.4,0.004,100,rain,26.1,151.3,197.2,0.15,rain,718
2017-03-06,Monday,6,41,17,18,24,20,Spring,0,0,0.0,0.0,71.4,0.099,100,rain,33.5,157.9,220.2,0.29,rain,337
2010-03-19,Friday,7,26,25,19,32,22,Spring,0,0,0.0,0.0,61.1,0.001,100,rain,27.5,150.7,266.2,0.13,rain,421
2017-12-08,Friday,7,4,50,17,22,13,Winter,0,0,0.0,0.0,36.4,0.026,100,"rain,snow",28.9,323.5,146.7,0.67,snow,344
2013-08-07,Wednesday,6,44,38,20,9,20,Summer,0,0,0.0,0.0,87.1,0.0,0,none,23.7,214.9,283.0,0.03,clear,358
2021-11-18,Thursday,6,48,56,17,24,18,Autumn,0,0,0.0,0.0,63.8,0.01,100,rain,30.2,9.6,39.2,0.48,rain,659
2012-05-22,Tuesday,6,24,35,20,12,7,Spring,0,0,0.0,0.0,83.3,0.0,0,none,18.3,260.2,329.5,0.06,clear,341
2020-07-17,Friday,6,32,36,20,22,35,Summer,0,0,0.0,0.0,82.0,0.745,100,rain,20.8,144.7,153.5,0.9,rain,675
2023-01-03,Tuesday,7,17,24,17,34,45,Winter,0,0,0.0,0.0,72.0,0.032,100,rain,21.8,292.0,95.5,0.39,rain,734
2018-02-13,Tuesday,7,2,41,18,9,3,Winter,0,0,0.0,0.0,48.8,0.195,100,rain,0.0,44.3,55.6,0.93,rain,289
2019-04-15,Monday,6,55,1,19,48,28,Spring,0,0,0.0,0.0,68.2,0.0,0,none,19.9,170.2,285.4,0.37,clear,568
2017-01-04,Wednesday,7,17,36,17,35,48,Winter,0,0,0.0,0.0,48.7,0.0,0,none,28.4,352.4,144.5,0.23,cloudy,321
2023-05-16,Tuesday,6,28,4,20,8,5,Spring,0,0,0.0,0.0,76.7,0.031,100,rain,57.5,295.5,172.0,0.89,rain,670
2017-03-20,Monday,7,24,51,19,33,8,Spring,0,0,0.0,0.0,73.6,0.0,0,none,21.2,208.7,279.7,0.75,cloudy,361
2019-09-01,Sunday,6,58,31,19,44,2,Autumn,0,1,0.0,0.0,87.2,0.0,0,none,19.7,34.8,260.8,0.08,clear,681
2011-01-11,Tuesday,7,18,2,17,40,55,Winter,0,0,0.0,0.0,39.7,0.0,0,none,31.5,343.6,175.8,0.24,cloudy,336
2015-03-24,Tuesday,7,20,41,19,35,16,Spring,0,0,0.0,0.0,66.9,0.0,0,none,21.9,144.3,286.5,0.14,cloudy,311
2021-10-28,Thursday,7,32,17,18,37,46,Autumn,0,0,0.0,0.0,68.3,0.0,0,none,59.5,300.1,46.2,0.75,cloudy,699
2021-11-25,Thursday,6,54,44,17,22,18,Autumn,1,0,0.0,0.0,63.8,0.323,100,rain,33.3,353.1,17.0,0.71,rain,530
2021-01-10,Sunday,7,18,3,17,40,34,Winter,0,1,0.0,0.0,39.6,1.06,100,rain,29.8,40.6,13.5,0.91,rain,572
2014-05-24,Saturday,6,23,57,20,13,1,Spring,0,1,0.0,0.0,77.6,0.0,0,none,20.8,59.4,,0.85,cloudy,342
2013-01-23,Wednesday,7,15,33,17,51,36,Winter,0,0,0.0,0.0,62.4,0.0,0,none,18.1,171.3,182.4,0.39,cloudy,373
2020-01-26,Sunday,7,14,39,17,53,36,Winter,0,1,0.0,0.0,65.1,0.2,100,rain,0.0,2.0,136.2,0.06,rain,718
2019-07-23,Tuesday,6,35,34,20,20,6,Summer,0,0,0.0,0.0,82.0,0.007,100,rain,24.2,353.3,102.7,0.72,rain,630
2023-03-21,Tuesday,7,24,15,19,33,31,Spring,0,0,0.0,0.0,65.4,0.0,0,none,37.4,146.3,30.0,0.0,cloudy,638
2018-02-06,Tuesday,7,8,6,18,3,23,Winter,0,0,0.0,0.0,66.8,0.022,100,rain,20.0,141.8,60.1,0.7,rain,315
2015-06-18,Thursday,6,20,59,20,24,17,Summer,0,0,0.0,0.0,82.4,0.0,0,none,19.6,148.1,160.6,0.07,cloudy,356
2023-06-17,Saturday,6,20,53,20,24,5,Summer,0,1,0.0,0.0,86.5,0.0,0,none,21.9,187.7,182.4,0.0,cloudy,775
2021-11-02,Tuesday,7,36,2,18,33,39,Autumn,0,0,0.0,0.0,69.8,0.0,0,none,16.1,112.6,127.7,0.93,cloudy,733
2016-07-04,Monday,6,26,4,20,25,50,Summer,1,0,0.0,0.0,87.1,0.0,0,none,22.3,126.9,257.4,0.0,cloudy,328
2013-09-04,Wednesday,7,0,21,19,39,55,Autumn,0,0,0.0,0.0,85.6,0.0,0,none,19.5,158.7,172.0,0.97,clear,380
2010-11-17,Wednesday,6,47,49,17,24,48,Autumn,0,0,0.0,0.0,65.4,0.0,0,none,27.5,174.9,186.3,0.37,clear,340
2014-06-08,Sunday,6,20,29,20,20,49,Summer,0,1,0.0,0.0,83.3,0.002,100,rain,23.0,166.7,,0.35,rain,23
2020-03-02,Monday,6,45,28,18,21,52,Spring,0,0,0.0,0.0,70.9,0.0,0,none,24.2,170.1,63.9,0.25,cloudy,706
2015-08-23,Sunday,6,53,33,19,54,13,Summer,0,1,0.0,0.0,86.7,0.0,0,none,18.3,148.7,189.1,0.3,cloudy,333
2016-01-29,Friday,7,13,15,17,56,10,Winter,0,0,0.0,0.0,58.9,0.0,0,none,21.9,199.6,200.2,0.68,clear,365
2014-08-01,Friday,6,40,57,20,14,16,Summer,0,0,0.0,0.0,80.5,2.417,100,rain,28.9,315.2,,0.19,rain,400
2010-09-18,Saturday,7,7,37,19,23,4,Autumn,0,1,0.0,0.0,78.6,0.001,100,rain,19.2,76.2,105.5,0.34,rain,350
2022-01-01,Saturday,7,17,1,17,33,28,Winter,1,1,0.0,0.0,76.3,0.0,0,none,33.8,194.5,61.6,0.96,cloudy,919
2015-08-02,Sunday,6,41,24,20,13,42,Summer,0,1,0.0,0.0,87.6,0.0,0,none,19.7,58.0,334.6,0.58,clear,342
2012-06-20,Wednesday,6,21,28,20,24,56,Summer,0,0,0.0,0.0,79.6,0.116,100,rain,25.1,128.5,162.2,0.04,rain,384
2020-04-02,Thursday,7,8,59,19,41,7,Spring,0,0,0.0,0.0,69.6,0.0,0,none,27.4,120.7,74.3,0.32,cloudy,614
2015-07-20,Monday,6,33,49,20,21,34,Summer,0,0,0.0,0.0,86.8,0.0,0,none,19.7,185.0,299.2,0.15,cloudy,323
2015-04-02,Thursday,7,9,55,19,40,38,Spring,0,0,0.0,0.0,74.9,0.002,100,rain,22.6,151.1,274.0,0.44,rain,355
2015-01-03,Saturday,7,17,22,17,34,42,Winter,0,1,0.0,0.0,49.1,0.106,100,rain,24.1,297.1,120.7,0.45,rain,342
2014-04-23,Wednesday,6,46,25,19,53,32,Spring,0,0,0.0,0.0,72.8,0.001,100,rain,21.9,66.4,,0.8,rain,345
2022-11-24,Thursday,6,53,43,17,22,34,Autumn,1,0,0.0,0.0,64.9,1.661,100,rain,37.3,81.7,18.0,0.03,rain,487
2010-08-13,Friday,6,47,59,20,4,11,Summer,0,0,0.0,0.0,86.1,0.0,0,none,18.5,230.8,294.8,0.12,cloudy,431
2011-12-25,Sunday,7,14,30,17,28,35,Winter,1,1,0.0,0.0,45.2,0.054,100,rain,21.9,9.4,53.3,0.03,rain,190
2022-03-10,Thursday,6,36,59,18,26,50,Spring,0,0,0.0,0.0,55.8,0.0,0,none,24.2,103.0,179.5,0.25,cloudy,686
2013-02-15,Friday,7,0,46,18,10,47,Winter,0,0,0.0,0.0,56.5,0.0,0,none,30.3,5.7,185.4,0.18,cloudy,358
2017-07-25,Tuesday,6,36,59,20,18,42,Summer,0,0,0.0,0.0,85.3,0.0,0,none,21.9,159.1,250.8,0.07,clear,361
2012-04-26,Thursday,6,43,2,19,55,44,Spring,0,0,0.0,0.0,76.0,0.0,0,none,29.5,196.1,287.9,0.18,cloudy,349
2016-12-26,Monday,7,15,12,17,29,38,Winter,0,0,0.0,0.0,75.3,0.001,100,rain,21.9,149.3,147.5,0.92,rain,331
2018-01-07,Sunday,7,17,55,17,37,55,Winter,0,1,0.0,0.0,59.4,0.193,100,rain,21.0,130.1,23.3,0.69,rain,298
2010-04-28,Wednesday,6,41,38,19,56,39,Spring,0,0,0.0,0.0,69.5,0.0,0,none,22.6,122.0,328.3,0.5,clear,411
2011-10-08,Saturday,7,18,38,18,59,1,Autumn,0,1,0.0,0.0,78.1,0.128,100,rain,32.1,124.7,180.4,0.38,rain,354
2010-01-04,Monday,7,17,35,17,35,35,Winter,0,0,0.0,0.0,41.8,0.0,0,none,25.0,346.2,167.4,0.64,cloudy,384
2021-06-02,Wednesday,6,21,12,20,18,10,Summer,0,0,0.0,0.0,78.7,0.166,100,rain,30.4,131.3,102.8,0.75,rain,704
2011-04-13,Wednesday,6,57,16,19,47,13,Spring,0,0,0.0,0.0,69.2,0.0,0,none,23.0,138.5,304.0,0.35,cloudy,334
2010-01-06,Wednesday,7,17,51,17,37,7,Winter,0,0,0.0,0.0,47.8,0.0,0,none,23.9,115.3,104.6,0.71,cloudy,391
2012-07-08,Sunday,6,27,52,20,25,15,Summer,0,1,0.0,0.0,80.0,0.033,100,rain,31.1,194.9,131.1,0.66,rain,328
2017-02-08,Wednesday,7,6,28,18,5,13,Winter,0,0,0.0,0.0,74.8,0.0,0,none,29.4,264.2,195.5,0.42,cloudy,338
2012-11-29,Thursday,6,58,7,17,21,44,Autumn,0,0,0.0,0.0,58.6,0.0,0,none,19.5,113.0,135.5,0.54,cloudy,358
2017-02-03,Friday,7,9,57,18,1,4,Winter,0,0,0.0,0.0,55.1,0.0,0,none,23.0,21.1,166.8,0.25,cloudy,432
2010-08-31,Tuesday,6,58,3,19,44,58,Summer,0,0,0.0,0.0,82.5,0.016,100,rain,20.8,119.1,179.0,0.74,rain,329
2013-03-06,Wednesday,6,41,19,18,24,20,Spring,0,0,0.0,0.0,54.9,0.0,0,none,24.2,26.2,253.0,0.82,clear,290
2017-11-10,Friday,6,42,17,17,28,11,Autumn,1,0,0.0,0.0,60.3,0.0,0,none,15.0,43.7,188.7,0.75,cloudy,291
2020-03-24,Tuesday,7,19,44,19,35,44,Spring,0,0,0.0,0.0,78.1,0.0,0,none,29.8,200.1,136.1,0.0,cloudy,600
2016-07-25,Monday,6,37,8,20,18,33,Summer,0,0,0.0,0.0,84.5,0.215,100,rain,30.0,50.8,254.9,0.71,rain,358
2019-08-19,Monday,6,51,21,19,58,27,Summer,0,0,0.0,0.0,86.5,0.283,100,rain,35.6,227.6,218.6,0.64,rain,636
2019-05-15,Wednesday,6,28,39,20,7,23,Spring,0,0,0.0,0.0,78.3,0.0,0,none,18.3,94.0,272.1,0.39,clear,714
2017-01-07,Saturday,7,17,56,17,38,7,Winter,0,1,0.0,0.0,31.3,0.0,0,none,29.7,345.3,185.2,0.33,cloudy,309
2014-05-25,Sunday,6,23,33,20,13,36,Spring,0,1,0.0,0.0,78.1,0.0,0,none,20.8,62.4,,0.89,cloudy,305
2023-02-13,Monday,7,2,54,18,8,55,Winter,0,0,0.0,0.0,60.7,0.0,0,none,25.3,153.9,143.6,0.75,cloudy,719
2016-05-13,Friday,6,29,26,20,6,34,Spring,0,0,0.0,0.0,77.8,0.098,100,rain,48.3,19.2,244.4,0.25,rain,369
2017-06-02,Friday,6,21,11,20,18,7,Summer,0,0,0.0,0.0,78.4,0.111,100,rain,16.1,94.6,257.4,0.27,rain,351
2022-08-22,Monday,6,53,13,19,55,2,Summer,0,0,0.0,0.0,85.0,0.0,0,none,29.5,184.5,146.3,0.85,cloudy,775
